Price,Close,High,Low,Open,Volume
Ticker,DAL,DAL,DAL,DAL,DAL
Date,,,,,
2015-03-11,38.51958465576172,38.84335123983869,38.01205559171176,38.02955693923493,8603500
2015-03-12,39.66590118408203,39.72715423649006,38.563339564655614,38.61584361159435,9284900
2015-03-13,39.81464767456055,40.57593780533496,39.66589125254125,39.77089598208664,10039200
2015-03-16,40.392189025878906,40.680956278541586,40.21717887317798,40.38344002036232,8517000
2015-03-17,40.82097244262695,41.083486058667546,40.427200349545195,40.68971396558579,11583500
2015-03-18,40.0859375,40.934731523721275,39.73591707464295,40.90848116013426,19021400
2015-03-19,41.35475158691406,41.43350601106225,40.558458337434395,40.56721068347417,16818100
2015-03-20,41.494747161865234,41.67850965745346,40.96097103823393,40.96097103823393,21270700
2015-03-23,40.75971984863281,41.6435164784096,40.742218495621955,41.4947566468382,10793900
2015-03-24,40.278438568115234,40.628458931237915,40.26968956115588,40.54970451643739,9517400
2015-03-25,38.95711135864258,40.22593077937774,38.83460525449619,40.173426732726014,10383800
2015-03-26,38.58085250854492,38.80836343757251,37.277029991070115,37.74955654140665,15909700
2015-03-27,39.272132873535156,39.56964915810895,38.78210507010733,38.834609121987874,7983200
2015-03-30,39.867164611816406,40.16468089018971,39.67465309697449,39.67465309697449,8325800
2015-03-31,39.34213638305664,39.91966762279039,39.079622790094284,39.884668258292464,9679100
2015-04-01,37.85456085205078,38.49334859059512,37.557044509812776,38.21333026433409,19301700
2015-04-02,36.97075271606445,37.95080487116429,36.97075271606445,37.54828386757483,15554800
2015-04-06,36.54198455810547,36.67324302703919,35.89445123440431,36.23571924798215,18500400
2015-04-07,36.436973571777344,37.14576317466685,36.41072321768398,36.75199117306157,9166300
2015-04-08,37.88081359863281,37.889562606401086,36.673246906056534,36.69949726740323,14039100
2015-04-09,37.749542236328125,38.47583314084647,37.41702330787149,37.994554426748415,9704800
2015-04-10,37.82829666137695,38.09081019961156,37.66203886603787,37.73204091848142,8160300
2015-04-13,37.688297271728516,38.38833463595253,37.61829520432684,37.69704961642964,10223200
2015-04-14,37.69704055786133,37.79329296015407,37.1457598056141,37.6795392107061,10244200
2015-04-15,38.67708969116211,39.674643036868666,38.32706945075542,38.922101856622554,22814900
2015-04-16,39.36838912963867,39.72715847691207,38.64209809064738,38.67710079234268,13257600
2015-04-17,39.1671142578125,39.57838754205958,39.009608820525976,39.13211490399351,9581400
2015-04-20,40.01591873168945,40.094673134222745,39.167121653057386,39.49964061242475,8819100
2015-04-21,40.45343780517578,40.59344524493814,39.867157694308624,40.164673921058714,9400600
2015-04-22,40.71595764160156,40.794712047289124,39.96341628459629,40.55844883022645,9691300
2015-04-23,40.62845993041992,41.065983726062576,40.35719397542648,40.48845244933594,10077000
2015-04-24,41.10972595214844,41.459746243113734,40.847212402944905,40.92596680151006,10280600
2015-04-27,40.645965576171875,41.21474456776145,40.54096078877784,41.16224384308543,10000200
2015-04-28,40.42719650268555,40.64595838490999,39.51714627150192,40.505950913808,8684600
2015-04-29,39.403377532958984,40.25217445374347,38.7295907339293,40.11216702394772,11460600
2015-04-30,39.06211853027344,40.007171400219335,38.817106306824286,39.16712329203147,9256600
2015-05-01,39.95466613769531,40.278432757146966,39.097120043608626,39.210877145918005,11469900
2015-05-04,39.63090133666992,40.68970799078408,39.4821415286641,40.1734298418955,9653100
2015-05-05,38.414588928222656,39.37713990171463,38.397087576590245,38.83461135327596,11350400
2015-05-06,38.6338005065918,38.80916686972132,37.56404829802707,38.1778406036773,12783300
2015-05-07,39.77369689941406,40.308572980942245,38.817935543461786,38.817935543461786,15678600
2015-05-08,40.483924865722656,40.71190639843932,39.98412357194072,39.98412357194072,9936500
2015-05-11,41.04512023925781,41.50984707080438,40.24719133391819,40.36994911244758,12461400
2015-05-12,40.42255783081055,40.68561403711189,40.29103307255849,40.61546482345857,7549200
2015-05-13,41.0188102722168,42.071024998723225,40.72945314574412,41.553686286643305,16830900
2015-05-14,41.562469482421875,41.89566829550558,41.09773918855344,41.50985755908787,8820200
2015-05-15,41.21171188354492,42.03594491705255,41.185407605901496,41.93949478406068,9614900
2015-05-18,41.53615188598633,41.72905888037675,41.097729331388926,41.202953152819326,7940000
2015-05-19,40.51900863647461,41.97457127413843,40.43132547012916,41.82550922237149,12749000
2015-05-20,38.24797439575195,40.27348736098047,37.84462653615082,40.212108484297595,37638100
2015-05-21,38.361976623535156,38.71271603348133,37.43251952860704,38.142765328543526,16267300
2015-05-22,37.8621711730957,38.58118387777138,37.818329587668856,38.563646574620925,10619900
2015-05-26,36.69596862792969,38.116460196226754,36.581981165395064,38.072615262283925,18594400
2015-05-27,37.29222106933594,37.809559812641055,36.85379851890443,36.85379851890443,12382900
2015-05-28,37.04669952392578,37.81832402454587,36.97655032164302,37.3886685228091,10886600
2015-05-29,37.634193420410156,37.87094201977122,36.73104395776894,36.994096842092716,12538000
2015-06-01,38.88808059692383,39.27389459901977,37.65172908408651,37.88847767312754,17682300
2015-06-02,37.88847351074219,38.247979844628325,37.590346062283075,37.695569875785154,18431500
2015-06-03,37.91477966308594,38.3795064475151,37.660493807685796,38.16029519525255,9886600
2015-06-04,37.634193420410156,38.67764132258288,37.21330813651234,38.055082049206874,13390400
2015-06-05,37.61665344238281,37.8358647017326,37.07300711086852,37.555274557356746,9897200
2015-06-08,35.73143768310547,37.37113707702238,35.643754511413114,37.151925802892904,18359700
2015-06-09,35.70512771606445,36.08217131513099,34.17064904145812,35.161481434448746,29310500
2015-06-10,36.00326156616211,36.44168412293267,35.37193201404493,35.61744757546887,11590200
2015-06-11,35.775272369384766,36.64335031927664,35.7226638144748,36.24000245544314,9259100
2015-06-12,36.07340621948242,36.4416828940985,35.58237511319238,35.72267019283218,7838300
2015-06-15,35.687599182128906,36.12602176828553,35.53853376348824,35.880502845506584,9649400
2015-06-16,35.5736083984375,35.95941907036591,35.10888152714885,35.64375761782387,8314900
2015-06-17,35.775272369384766,36.02079122359042,35.27547102835239,35.4420703603972,7057900
2015-06-18,36.257530212402344,36.32767940015451,35.477138895595075,35.66127549609845,7198400
2015-06-19,36.81871795654297,37.537730490035365,36.67842290963952,36.81871795654297,11189300
2015-06-22,37.642967224121094,37.77449535088766,37.14316569424689,37.458830522567276,10407000
2015-06-23,37.79201889038086,38.32689488587288,37.70433572665029,38.03753776964337,7789400
2015-06-24,37.40620040893555,37.818318550448666,37.2659053695754,37.67802351108852,7413400
2015-06-25,37.353607177734375,38.037548763116604,37.327302889992495,37.68680931702832,6208700
2015-06-26,37.134376525878906,37.61664384937923,36.880094072003075,37.511420063398695,15144800
2015-06-29,36.055877685546875,37.22208353641515,36.020806415781166,36.62582846670645,7881500
2015-06-30,36.02079391479492,36.678427659486566,35.97694898923025,36.54689957258896,10416400
2015-07-01,35.3105583190918,36.66090079540283,34.03036506773678,36.60828887668582,30993500
2015-07-02,35.07380294799805,35.976952303541474,34.854591679573055,35.275476913561214,11310800
2015-07-06,35.49467849731445,35.766501600158364,34.96857293460103,34.96857293460103,9714600
2015-07-07,36.108482360839844,36.21370283881871,35.03873024254214,35.66128947585693,9136400
2015-07-08,35.22286605834961,35.845428621417774,35.082570976157896,35.47715194010291,8642700
2015-07-09,35.55606460571289,36.02956171547575,35.50345604567142,35.5823722306319,8541600
2015-07-10,37.2308464050293,37.458828030269515,36.22247643154062,36.3452342244089,13746100
2015-07-13,38.028770446777344,38.16029854764897,37.704338701498834,37.88847536680027,10131500
2015-07-14,38.28305435180664,38.54610719509634,37.36236772784352,37.66049517554474,13648600
2015-07-15,38.57242202758789,38.958232713503044,37.17823801827992,37.34483740301394,23558400
2015-07-16,38.99330139160156,39.344037413187166,38.747782497103294,39.0196056733734,12804800
2015-07-17,39.40542221069336,39.54571730934905,38.91439103784795,39.151139643997986,9625000
2015-07-20,38.66011428833008,39.5457266813072,38.546123448376655,39.5457266813072,7746100
2015-07-21,39.1511344909668,39.22128035861262,38.65133305873306,38.65133305873306,6166500
2015-07-22,39.650936126708984,39.82630246917288,38.9845319837113,39.02837356932728,8995500
2015-07-23,39.59832763671875,40.89605808343455,39.501874133094795,40.59793059264181,11449800
2015-07-24,38.66887283325195,40.01921527375257,38.370745324893356,39.992910987541215,8550100
2015-07-27,38.51980209350586,38.73901334905966,37.748177537384954,38.23044163062365,7301600
2015-07-28,39.37911605834961,39.414190667575696,38.493503917233426,38.51980820170357,7624700
2015-07-29,38.73902130126953,39.74739462177167,38.44966077898842,39.29143471523412,10355300
2015-07-30,38.60748291015625,38.90561033337707,38.265513907470215,38.7214736926843,5297100
2015-07-31,38.879310607910156,38.931922516368765,38.47596267775633,38.71271124847232,5973700
2015-08-03,40.098121643066406,40.20334210700516,39.080981571929755,39.17743505758122,12159300
2015-08-04,40.64176559448242,41.299399363615784,40.14196419753293,40.61546131408455,11268300
2015-08-05,40.71652603149414,40.91878915250951,40.56702851561453,40.76929163662991,5838700
2015-08-06,40.48786926269531,41.14742402688256,40.24163320289048,40.874806850004326,6525100
2015-08-07,40.76048278808594,40.874806552353206,40.241632909850146,40.311987027758924,6825100
2015-08-10,40.73411178588867,41.49919455744486,40.637376527078274,41.09466834302847,6325400
2015-08-11,41.420047760009766,41.75422319313289,40.567025675392856,40.70773059123367,9734300
